type,name,industry,linkedin_url,description,date_collected,source
professional,Hellen Amakye - The Honeysuckle Pub and Restaurant (Osu,Education & Training,https://gh.linkedin.com/in/hellen-amakye-4b0640128,"· Experience: The Honeysuckle Pub and Restaurant · Education: University of  ghana , Legon · Location:  Accra  · 30 connections on  LinkedIn . View Hellen Amakye’s profile on  LinkedIn , a...",2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana entrepreneur startup"
professional,"AHUMAH OCANSEY - APPIADE CHAMBERS, OSU, ACCRA",Consulting & Legal,https://gh.linkedin.com/in/ahumah-ocansey-79681b13b,"Experience: APPIADE CHAMBERS,  OSU ,  ACCRA  · Location:  Ghana  · 4 connections on  LinkedIn . View AHUMAH OCANSEY’s profile on  LinkedIn , a professional community of 1 billion members.",2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana entrepreneur startup"
professional,Kwasi Chris Owusu Agyemang - Mountcrest University College,Consulting & Legal,https://www.linkedin.com/in/kwasi-chris-owusu-agyemang-16b55a108,"Osu   Accra  · Experience: Mountcrest University College · Education: Albany law School, New York · Location: Climax · 50 connections on  LinkedIn .",2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana entrepreneur startup"
professional,"Samuel Kofi Ofosu, MGL, BA, PGDPA, PGDDCS, psc, jsc",Restaurant & Food,https://gh.linkedin.com/in/samuel-kofi-ofosu-mgl-ba-pgdpa-pgddcs-psc-jsc-96512755,"· Experience: Parliament of  Ghana  · Education:  Ghana  Institute of Management and Public Administration · Location:  Accra  · 500+ connections on  LinkedIn . View Samuel Kofi Ofosu, MGL, BA,...",2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana operations"
professional,philips osu - De Waaco Ghana Limited is into the production,Education & Training,https://gh.linkedin.com/in/philips-osu-99b7b595,De Waaco  Ghana  Limited is into the production and sales of crude and refined palm oil CIF world wide · Experience: De Waaco  Ghana  Limited · Education: University of  Ghana  · Location:  Ghana ...,2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana operations"
professional,"frederick Gimpa - Head of Operations, Osu at Intercontinental",Finance & Professional Services,https://gh.linkedin.com/in/frederick-gimpa-9a436324,"Head of  Operations ,  Osu  at Intercontinental Bank Ghana Limited · Experience: Intercontinental Bank  Ghana  Limited · Education: GIMPA · Location: Ghana · 18 connections on  LinkedIn .",2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana operations"
professional,"Ing Orison Kwaku Ofosu, PE- GhIE - BOSTenergies",Technology,https://gh.linkedin.com/in/ing-orison-kwaku-ofosu-pe-ghie-05612985,"I am a Professional Mechanical Engineer (PE), certified by the  Ghana  Institution of… · Experience: BOSTenergies · Education: Kwame Nkrumah University of Science and Technology, Kumasi · Location: Kumasi · 286 connections on LinkedIn. View Ing Orison Kwaku Ofosu, PE- GhIE’s profile on LinkedIn, a p",2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana operations"
professional,Jonathan Ofosu - MTN Call Centre,Technology,https://gh.linkedin.com/in/jonathan-ofosu-b781a523a,I am a customer care and administration specialist who can drive business results and… · Experience: MTN Call Centre · Education: Takoradi Technical University · Location:  Accra  · 474 connections...,2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana operations"
professional,Baba T - CEO at Empress One Bar&Grill (Osu-Klottey Beach,Executive Leadership,https://www.linkedin.com/in/baba-t-b398b27,"CEO at Empress One Bar&amp;Grill ( Osu -Klottey Beach,  Accra ,  Ghana ) · Experience: JUNIOR TENNIS CHAMPIONS CENTER · Location: Washington · 13 connections on  LinkedIn .",2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana creative director"
professional,"Rebecca Mensah - Presbyterian Senior High School, Osu",Technology,https://gh.linkedin.com/in/rebecca-mensah-b2baba341,"Experience: Presbyterian Senior High School,  Osu  · Education:  Accra  Technical University · Location:  Accra  · 4 connections on  LinkedIn . View Rebecca Mensah’s profile on  LinkedIn , a...",2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana creative director"
professional,KAFUI ZIDDAH - SPECIALIST for COSMETIC DENTISTRY . Director,Healthcare,https://gh.linkedin.com/in/kafui-ziddah-87418638,"Director , German Dental Centre, Osu   Accra ,  GHANA  · 1 DENTAL LABOR - (Ramona) 2 DENTAL DEPOT-Consumables and Equipment 3 CLINIC · Experience: AKCESS DENTAL CLINIC, North-Legon,  Accra  ·...",2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana creative director"
professional,Curtis Cudjoe - Manager (Osu Branch ) at Papas Pizza,Management,https://gh.linkedin.com/in/curtis-cudjoe-966745193,Manager  ( Osu  Branch ) at Papas Pizza · Experience: Clecal luxurious · Education: Central university · Location:  Accra  · 31 connections on  LinkedIn . View Curtis Cudjoe’s profile on...,2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana project manager"
professional,"Elizabeth Ampomah Akowuah (FMVA, MSc, BSc)",Finance & Professional Services,https://gh.linkedin.com/in/elizabeth-ampomah-akowuah,"My work spans fundraising, investment support, MSME finance, and  project  coordination, with a strong focus on turning financial insight into practical outcomes for businesses and development...",2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana project manager"
professional,miz Nancy Nyame - Administrative Assistant/ Receptionist at,General Business,https://gh.linkedin.com/in/miz-nancy-nyame-3b432958,"Administrative Assistant/ Receptionist at Global Lighting Centre, Osu   Accra  · Very ambitious lady, strive to learn about new things all the time. I have a constant drive to interact with people...",2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana project manager"
professional,Richard Owusu - Freelance,Technology,https://gh.linkedin.com/in/richard-owusu-88290266,"Freelance · An HVAC consulting Engineer with 7 years working experience in Construction and Engineering  Management . A strong background in Quantity Survey, HVAC Systems, Architectural and...",2026-04-05,"site:linkedin.com/in ""Osu"" Accra Ghana project manager"
